Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
Identifying Devices of the Internet of Things Using Machine Learning on Clock Characteristics,"Security, Privacy, and Anonymity in Computation, Communication, and Storage",,,,10.1007/978-3-030-05345-1_36,Pascal OserFrank KarglStefan Lüders,2018,http://link.springer.com/chapter/10.1007/978-3-030-05345-1_36,Chapter,
Intelligent Perceptive QoS Based Centralized Admission Control for Route Computing,Human Centered Computing,,,,10.1007/978-3-319-74521-3_19,Xuejing LiYajuan QinHaohui FuZhewei ZhangXiaorong Lin,2018,http://link.springer.com/chapter/10.1007/978-3-319-74521-3_19,Chapter,
Formal Analysis of Sneak-Peek: A Data Centre Attack and Its Mitigations,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-319-99828-2_22,Wei ChenYuhui LinVashti GalpinVivek NigamMyungjin LeeDavid Aspinall,2018,http://link.springer.com/chapter/10.1007/978-3-319-99828-2_22,Chapter,
Security over Smart Home Automation Systems: A Survey,Developments and Advances in Defense and Security,,,,10.1007/978-3-319-78605-6_7,Jhonattan J. Barriga ASang Guun Yoo,2018,http://link.springer.com/chapter/10.1007/978-3-319-78605-6_7,Chapter,
Dynamic Resource Adaptation Method by Cooperative User Devices in Wireless Network,Advances in Network-Based Information Systems,,,,10.1007/978-3-319-65521-5_50,Kazuaki TogawaKoji Hashimoto,2018,http://link.springer.com/chapter/10.1007/978-3-319-65521-5_50,Chapter,
QoS- and Energy-Aware Services Management of Resources in a Cloud Computing Environment,Computer Networks,,,,10.1007/978-3-319-92459-5_32,Jerzy Martyna,2018,http://link.springer.com/chapter/10.1007/978-3-319-92459-5_32,Chapter,
Providing Mission-Critical Services over 5G Radio Access Network,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-319-92007-8_44,Rubén SolozabalAitor SanchoyertoMiren CavaBego BlancoHicham KhalifeMathieu BouetDamien LavauxEmmanouil Kafetzakis,2018,http://link.springer.com/chapter/10.1007/978-3-319-92007-8_44,Chapter,
Virtual Network Embedding: Reducing the Search Space by Model Transformation Techniques,Theory and Practice of Model Transformation,,,,10.1007/978-3-319-93317-7_2,Stefan TomaszekErhan LeblebiciLin WangAndy Schürr,2018,http://link.springer.com/chapter/10.1007/978-3-319-93317-7_2,Chapter,
A Delivery Model for Cultural Heritage Services in Smart Cities Environments,"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection",,,,10.1007/978-3-030-01765-1_31,Konstantina SiountriEmmanouil SkondrasDimitrios D. Vergados,2018,http://link.springer.com/chapter/10.1007/978-3-030-01765-1_31,Chapter,
A Data Dissemination Strategy in SDN Enabled Vehicular Networks,Communications and Networking,,,,10.1007/978-3-319-66628-0_29,Chen ChenNa LiYansong LiRonghui HouZhiyuan Ren,2018,http://link.springer.com/chapter/10.1007/978-3-319-66628-0_29,Chapter,
Secure Communication on NoC Based MPSoC,Security and Privacy in Communication Networks,,,,10.1007/978-3-030-01704-0_23,Gaurav SharmaSoultana EllinidouVeronika KuchtaRajeev Anand SahuOlivier MarkowitchJean-Michel Dricot,2018,http://link.springer.com/chapter/10.1007/978-3-030-01704-0_23,Chapter,
On Data Transfers Over Wide-Area Dedicated Connections,"Proceedings of International Symposium on Sensor Networks, Systems and Security",,,,10.1007/978-3-319-75683-7_2,Nageswara S. V. RaoQiang Liu,2018,http://link.springer.com/chapter/10.1007/978-3-319-75683-7_2,Chapter,
An Ultra-Low-Power Internet-Controlled Home Automation System,"Proceedings of the International Conference on Microelectronics, Computing & Communication Systems",,,,10.1007/978-981-10-5565-2_24,Pooshkar RajivRohit RajRamakant SinghRishabh NagarkarAnurag Kumar ChaurasiaSushant AgarwalVijay Nath,2018,http://link.springer.com/chapter/10.1007/978-981-10-5565-2_24,Chapter,
Enhance Hybrid Cloud Security Using Vulnerability Management,Proceedings of the Eighth International Conference on Soft Computing and Pattern Recognition (SoCPaR 2016),,,,10.1007/978-3-319-60618-7_47,K. DhinakaranRavichandran KirtanaKumaresan GayathriRajasundaram Devisri,2018,http://link.springer.com/chapter/10.1007/978-3-319-60618-7_47,Chapter,
A Comparative Study of IXP in Europe and US from a Complex Network Perspective,Recent Advances in Information and Communication Technology 2017,,,,10.1007/978-3-319-60663-7_23,Zhongyan FanWallace K. S. TangDong LinDoujie Li,2018,http://link.springer.com/chapter/10.1007/978-3-319-60663-7_23,Chapter,
Load Balancing in Wireless Mesh Networks Based on OpenFlow,Advances in Network-Based Information Systems,,,,10.1007/978-3-319-65521-5_28,Shota KubotaFumiaki Sato,2018,http://link.springer.com/chapter/10.1007/978-3-319-65521-5_28,Chapter,
Advanced Intrusion Prevention for Geographically Dispersed Higher Education Cloud Networks,Online Engineering & Internet of Things,,,,10.1007/978-3-319-64352-6_13,C. DeCusatisP. LiengtiraphanA. Sager,2018,http://link.springer.com/chapter/10.1007/978-3-319-64352-6_13,Chapter,
An Energy Saving Mechanism Based on Vacation Queuing Theory in Data Center Networks,Mobile Networks and Management,,,,10.1007/978-3-319-90775-8_16,Emna BaccourAla GouissemSebti FoufouRidha HamilaZahir TariAlbert Y. Zomaya,2018,http://link.springer.com/chapter/10.1007/978-3-319-90775-8_16,Chapter,
A City-Scale ITS-G5 Network for Next-Generation Intelligent Transportation Systems: Design Insights and Challenges,"Ad-hoc, Mobile, and Wireless Networks",,,,10.1007/978-3-030-00247-3_5,Ioannis MavromatisAndrea TassiRobert J. PiechockiAndrew Nix,2018,http://link.springer.com/chapter/10.1007/978-3-030-00247-3_5,Chapter,
A Lexical and Semantical Analysis on REST Cloud Computing APIs,Cloud Computing and Service Science,,,,10.1007/978-3-319-94959-8_16,Fabio PetrilloPhilippe MerleFrancis PalmaNaouel MohaYann-Gaël Guéhéneuc,2018,http://link.springer.com/chapter/10.1007/978-3-319-94959-8_16,Chapter,
Improving Security with Cognitive Workflows,"Advances in Internet, Data & Web Technologies",,,,10.1007/978-3-319-75928-9_38,Giovanni CammarataRao MikkilineniGiovanni MoranaRiccardo Nocita,2018,http://link.springer.com/chapter/10.1007/978-3-319-75928-9_38,Chapter,
The Multi-Objective Routing Optimization Algorithm for Hybrid SDN,Proceedings of the 28th Conference of Spacecraft TT&C Technology in China,,,,10.1007/978-981-10-4837-1_39,Suolin GuLijuan LuoZhekun ZhaoXiaofang Li,2018,http://link.springer.com/chapter/10.1007/978-981-10-4837-1_39,Chapter,
Designing a Testbed Infrastructure for Experimental Validation and Trialing of 5G Vertical Applications,Cognitive Radio Oriented Wireless Networks,,,,10.1007/978-3-319-76207-4_21,Juha KalliovaaraReijo EkmanJarkko PaavolaTero JokelaJuhani HallioJani AuranenPekka TalmolaHeikki Kokkinen,2018,http://link.springer.com/chapter/10.1007/978-3-319-76207-4_21,Chapter,
Abstract Interpretation of Stateful Networks,Static Analysis,,,,10.1007/978-3-319-99725-4_8,Kalev AlpernasRoman ManevichAurojit PandaMooly SagivScott ShenkerSharon ShohamYaron Velner,2018,http://link.springer.com/chapter/10.1007/978-3-319-99725-4_8,Chapter,
FPGA Implementation of Memory Management for Multigigabit Traffic Monitoring,Man-Machine Interactions 5,,,,10.1007/978-3-319-67792-7_54,Mateusz TrzepińskiKrzysztof SkowronMateusz KoronaMariusz Rawski,2018,http://link.springer.com/chapter/10.1007/978-3-319-67792-7_54,Chapter,
Real-Time VANET Applications Using Fog Computing,"Proceedings of First International Conference on Smart System, Innovations and Computing",,,,10.1007/978-981-10-5828-8_65,Jyoti GroverAshish JainSunita SinghalAnju Yadav,2018,http://link.springer.com/chapter/10.1007/978-981-10-5828-8_65,Chapter,
Position Paper on Blockchain Technology: Smart Contract and Applications,Network and System Security,,,,10.1007/978-3-030-02744-5_35,Weizhi MengJianfeng WangXianmin WangJoseph LiuZuoxia YuJin LiYongjun ZhaoSherman S. M. Chow,2018,http://link.springer.com/chapter/10.1007/978-3-030-02744-5_35,Chapter,
A Proactive Caching Strategy Based on Deep Learning in EPC of 5G,Advances in Brain Inspired Cognitive Systems,,,,10.1007/978-3-030-00563-4_72,FangYuan LeiQinYun DaiJun CaiHuiMin ZhaoXun LiuYan Liu,2018,http://link.springer.com/chapter/10.1007/978-3-030-00563-4_72,Chapter,
Analysis of Frameworks for Building IaaS Cloud Using by Cloud Computing Providers,"Advances on P2P, Parallel, Grid, Cloud and Internet Computing",,,,10.1007/978-3-319-69835-9_61,Lubos MerclDavid SecVladimir Sobeslav,2018,http://link.springer.com/chapter/10.1007/978-3-319-69835-9_61,Chapter,
Evaluation of Never Die Network System for Disaster Prevention Based on Cognitive Wireless Technologys,"Complex, Intelligent, and Software Intensive Systems",,,,10.1007/978-3-319-61566-0_13,Goshi SatoNoriki UchidaNorio ShiratoriYoshitaka Shiabat,2018,http://link.springer.com/chapter/10.1007/978-3-319-61566-0_13,Chapter,
"Interoperability in Internet of Things Infrastructure: Classification, Challenges, and Future Work",IoT as a Service,,,,10.1007/978-3-030-00410-1_2,Mahda NouraMohammed AtiquzzamanMartin Gaedke,2018,http://link.springer.com/chapter/10.1007/978-3-030-00410-1_2,Chapter,
Motion Tracker Based Wheeled Mobile Robot System Identification and Controller Design,Intelligent Manufacturing & Mechatronics,,,,10.1007/978-981-10-8788-2_23,Dwi PebriantiYong Hooi HaoNur Aisyah Syafinaz SuarinLuhur BayuajiZulkifli MusaMohammad SyafrullahIndra Riyanto,2018,http://link.springer.com/chapter/10.1007/978-981-10-8788-2_23,Chapter,
Dynamic Multi-tree Switching for Multimedia Multicast in an OpenFlow-Based Fat-Tree Network,Digital TV and Wireless Multimedia Communication,,,,10.1007/978-981-10-8108-8_36,Liyue ZhuYongyi RanLong SunHan Hu,2018,http://link.springer.com/chapter/10.1007/978-981-10-8108-8_36,Chapter,
A Game-Based Framework Towards Cyber-Attacks on State Estimation in ICSs,Information Security and Cryptology,,,,10.1007/978-3-319-75160-3_20,Cong ChenDongdai LinWei ZhangXiaojun Zhou,2018,http://link.springer.com/chapter/10.1007/978-3-319-75160-3_20,Chapter,
VIoLET: A Large-Scale Virtual Environment for Internet of Things,Euro-Par 2018: Parallel Processing,,,,10.1007/978-3-319-96983-1_22,Shreyas BadigerShrey BahetiYogesh Simmhan,2018,http://link.springer.com/chapter/10.1007/978-3-319-96983-1_22,Chapter,
Making Use of a Smart Fog Hub to Develop New Services in Airports,Euro-Par 2017: Parallel Processing Workshops,,,,10.1007/978-3-319-75178-8_28,Antonio SalisGlauco Mancini,2018,http://link.springer.com/chapter/10.1007/978-3-319-75178-8_28,Chapter,
Design and Verification of a Security Policy to Defense DDoS Attack for Cloud Robot,Cloud Computing and Security,,,,10.1007/978-3-030-00009-7_64,Boyi LiuXiangyan TangJieren ChengJiquan Chen,2018,http://link.springer.com/chapter/10.1007/978-3-030-00009-7_64,Chapter,
Credit Based Incentive Approach for V2V Cooperation in Vehicular Cloud Computing,Internet of Vehicles. Technologies and Services Towards Smart City,,,,10.1007/978-3-030-05081-8_7,Lylia AlouacheNga NguyenMakhlouf AliouatRachid Chelouah,2018,http://link.springer.com/chapter/10.1007/978-3-030-05081-8_7,Chapter,
SCICS: A Soft Computing Based Intelligent Communication System in VANET,Smart Secure Systems – IoT and Analytics Perspective,,,,10.1007/978-981-10-7635-0_19,Mamata RathBinod Kumar Pattanayak,2018,http://link.springer.com/chapter/10.1007/978-981-10-7635-0_19,Chapter,
LTE-WLAN Integrated Virtualization Network Architecture,5G for Future Wireless Networks,,,,10.1007/978-3-319-72823-0_48,Fenglin DaiQixun ZhangYuhang SunMengyuan Liu,2018,http://link.springer.com/chapter/10.1007/978-3-319-72823-0_48,Chapter,
Telemedicine: Making Health Care Accessible,Proceedings of International Conference on Wireless Communication,,,,10.1007/978-981-10-8339-6_28,Akshita V. NichaniShruti T. PistolwalaAmit A. DeshmukhManali J. Godse,2018,http://link.springer.com/chapter/10.1007/978-981-10-8339-6_28,Chapter,
Investigating the Influences of Automated Material Handling System (AMHS) and Effect of Layout Changing in Automotive Assembly Process,Intelligent Manufacturing & Mechatronics,,,,10.1007/978-981-10-8788-2_12,Seha SaffarZamberi JamaludinFairul Azni Jafar,2018,http://link.springer.com/chapter/10.1007/978-981-10-8788-2_12,Chapter,
A Fault Tolerant Architecture for Software Defined Network,"Emerging Research in Computing, Information, Communication and Applications",,,,10.1007/978-981-13-6001-5_48,Bini Y. BabyB. Karunakara RaiN. KarthikAkshith ChandraR. DheerajS. RaviShankar,2019,http://link.springer.com/chapter/10.1007/978-981-13-6001-5_48,Chapter,
Software Defined Network-Based Vehicular Adhoc Networks for Intelligent Transportation System: Recent Advances and Future Challenges,Futuristic Trends in Network and Communication Technologies,,,,10.1007/978-981-13-3804-5_24,Hardik TrivediSudeep TanwarPriyank Thakkar,2019,http://link.springer.com/chapter/10.1007/978-981-13-3804-5_24,Chapter,
Prospect of Improving Internet of Things by Incorporating Software-Defined Network,"Advances in Communication, Devices and Networking",,,,10.1007/978-981-13-3450-4_58,Rohit Kumar DasArnab Kumar MajiGoutam Saha,2019,http://link.springer.com/chapter/10.1007/978-981-13-3450-4_58,Chapter,
Weighted Round-Robin Load Balancing Algorithm for Software-Defined Network,"Emerging Research in Electronics, Computer Science and Technology",,,,10.1007/978-981-13-5802-9_35,Shashidhara B. VyakaranalJayalaxmi G. Naragund,2019,http://link.springer.com/chapter/10.1007/978-981-13-5802-9_35,Chapter,
Cloud Security Solution Based on Software Defined Network,Cyberspace Safety and Security,,,,10.1007/978-3-030-37337-5_46,Shengli ZhaoZhaochan LiNing Cao,2019,http://link.springer.com/chapter/10.1007/978-3-030-37337-5_46,Chapter,
A Survey on Machine Learning Applications for Software Defined Network Security,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-030-29729-9_4,Juliana Arevalo HerreraJorge E. Camargo,2019,http://link.springer.com/chapter/10.1007/978-3-030-29729-9_4,Chapter,
Performance Analysis of Software Defined Network with Three Controllers,Proceedings of the Future Technologies Conference (FTC) 2018,,,,10.1007/978-3-030-02683-7_51,Shishupal KumarNidhi LalVijay Kumar Chaurasiya,2019,http://link.springer.com/chapter/10.1007/978-3-030-02683-7_51,Chapter,
Hybrid Software-Defined Network Monitoring,Internet and Distributed Computing Systems,,,,10.1007/978-3-030-34914-1_23,Abdulfatah A. G. AbushagurTan Saw ChinRizaludin KaspinNazaruddin OmarAhmad Tajuddin Samsudin,2019,http://link.springer.com/chapter/10.1007/978-3-030-34914-1_23,Chapter,
Latency Over Software Defined Network,Advanced Intelligent Systems for Sustainable Development (AI2SD’2018),,,,10.1007/978-3-030-11928-7_48,Souad FaidMohamed Moughit,2019,http://link.springer.com/chapter/10.1007/978-3-030-11928-7_48,Chapter,
Efficient Video Delivery Over a Software-Defined Network,ICCCE 2018,,,,10.1007/978-981-13-0212-1_4,R. ThenmozhiB. Amudha,2019,http://link.springer.com/chapter/10.1007/978-981-13-0212-1_4,Chapter,
Prognostic Views on Software Defined Networks Based Security for Internet of Things,Applications and Techniques in Information Security,,,,10.1007/978-981-15-0871-4_8,Antony TaurshiaJaspher W. KathrineD. Shibin,2019,http://link.springer.com/chapter/10.1007/978-981-15-0871-4_8,Chapter,
Towards Efficient and Scalable Machine Learning-Based QoS Traffic Classification in Software-Defined Network,Mobile Web and Intelligent Information Systems,,,,10.1007/978-3-030-27192-3_17,M. Z. Fatimah AudahTan Saw ChinY. ZulfadzliC. K. LeeK. Rizaluddin,2019,http://link.springer.com/chapter/10.1007/978-3-030-27192-3_17,Chapter,
Performance Analysis of Software Defined Network Concepts in Networked Embedded Systems,Industrial Networks and Intelligent Systems,,,,10.1007/978-3-030-30149-1_8,Bach TranMohamed ElaminNghi TranShivakumar Sastry,2019,http://link.springer.com/chapter/10.1007/978-3-030-30149-1_8,Chapter,
A Survey of Quality of Service (QoS) Protocols and Software-Defined Networks (SDN),Intelligent Computing,,,,10.1007/978-3-030-01177-2_38,Ronak Al-HaddadErika Sanchez Velazquez,2019,http://link.springer.com/chapter/10.1007/978-3-030-01177-2_38,Chapter,
Cog-SDN: Mitigation Mechanism for Distributed Denial of Service Attacks in Software Defined Networks,Applications and Techniques in Information Security,,,,10.1007/978-981-15-0871-4_16,P. Mohana PriyaK. R. Manjula,2019,http://link.springer.com/chapter/10.1007/978-981-15-0871-4_16,Chapter,
A k-Cover Model for Reliability-Aware Controller Placement in Software-Defined Networks,Computational Science – ICCS 2019,,,,10.1007/978-3-030-22734-0_44,Gabriela Schütz,2019,http://link.springer.com/chapter/10.1007/978-3-030-22734-0_44,Chapter,
Spanning Tree Protocol for Preventing Loops and Saving Energy in Software Defined Networks Along with Its Vulnerability and Threat Analyses,Intelligent Computing,,,,10.1007/978-3-030-01177-2_84,Aleena RehmanFarhan A. SiddiquiJibran R. KhanMuhammad Saeed,2019,http://link.springer.com/chapter/10.1007/978-3-030-01177-2_84,Chapter,
A Software Approach for Mitigation of DoS Attacks on SDN’s (Software-Defined Networks),Soft Computing in Data Analytics,,,,10.1007/978-981-13-0514-6_33,Trupti LotlikarDeven Shah,2019,http://link.springer.com/chapter/10.1007/978-981-13-0514-6_33,Chapter,
Dynamic Routing in Software-Defined Networks,"Emerging Research in Electronics, Computer Science and Technology",,,,10.1007/978-981-13-5802-9_89,Mohammed Moin MullaAkshay KhotAnusha PatilD. G. Chandani,2019,http://link.springer.com/chapter/10.1007/978-981-13-5802-9_89,Chapter,
Attack-Aware Recovery Controller-Switch-Link Cost Minimization Placement Algorithm in Software-Defined Networking,"Security, Privacy, and Anonymity in Computation, Communication, and Storage",,,,10.1007/978-3-030-24907-6_23,Cheng Chi QinTan Saw ChinLee Ching KwangZulfadzli YusoffRizaluddin Kaspin,2019,http://link.springer.com/chapter/10.1007/978-3-030-24907-6_23,Chapter,
Switch Failure Detection in Software-Defined Networks,Advances in Big Data and Cloud Computing,,,,10.1007/978-981-13-1882-5_13,V. MuthumanikandanC. ValliyammaiB. Swarna Deepa,2019,http://link.springer.com/chapter/10.1007/978-981-13-1882-5_13,Chapter,
DDOS Attack on Software-Defined Networks and Its Mitigation Techniques,"Computational Intelligence, Communications, and Business Analytics",,,,10.1007/978-981-13-8578-0_22,Raktim DebSudipta Roy,2019,http://link.springer.com/chapter/10.1007/978-981-13-8578-0_22,Chapter,
Optimized Routing in Software Defined Networks – A Reinforcement Learning Approach,Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019,,,,10.1007/978-3-030-19063-7_22,Tahira MahboobYoung Rok JungMin Young Chung,2019,http://link.springer.com/chapter/10.1007/978-3-030-19063-7_22,Chapter,
Software-Defined Networks and Methods to Mitigate Attacks on the Network,Progress in Advanced Computing and Intelligent Engineering,,,,10.1007/978-981-13-1708-8_29,Shubham KumarSumit KumarValluri Sarimela,2019,http://link.springer.com/chapter/10.1007/978-981-13-1708-8_29,Chapter,
Fast Failover for Link Failures in Software Defined Networks,Artificial Intelligence and Security,,,,10.1007/978-3-030-24268-8_33,Zilong YinDongbin WangYinxing ZhaoYaoyao GuoShuwen Han,2019,http://link.springer.com/chapter/10.1007/978-3-030-24268-8_33,Chapter,
Multi-tenant Isolation in Software Defined Networks,"Broadband Communications, Networks, and Systems",,,,10.1007/978-3-030-05195-2_36,Sarah IrumPatrick LuedkeKlaus WarnkeGerrit Schulte,2019,http://link.springer.com/chapter/10.1007/978-3-030-05195-2_36,Chapter,
A Framework for Performance Analysis of Various Load Balancing Techniques in a Software-Defined Networking Environment,Information Science and Applications 2018,,,,10.1007/978-981-13-1056-0_7,Patrick Von Angelo V. AtienzaWilliam Emmanuel S. Yu,2019,http://link.springer.com/chapter/10.1007/978-981-13-1056-0_7,Chapter,
Reinforcement Learning-Based DoS Mitigation in Software Defined Networks,ICCCE 2018,,,,10.1007/978-981-13-0212-1_41,A. VishnuPriya,2019,http://link.springer.com/chapter/10.1007/978-981-13-0212-1_41,Chapter,
A Reo Model of Software Defined Networks,Formal Methods and Software Engineering,,,,10.1007/978-3-030-32409-4_5,Hui FengFarhad ArbabMarcello Bonsangue,2019,http://link.springer.com/chapter/10.1007/978-3-030-32409-4_5,Chapter,
Towards Filling the Gap of Routing Changes in Software-Defined Networks,Proceedings of the Future Technologies Conference (FTC) 2018,,,,10.1007/978-3-030-02683-7_48,Ali MalikBenjamin AzizMo Adda,2019,http://link.springer.com/chapter/10.1007/978-3-030-02683-7_48,Chapter,
Challenges and Future Direction of Time-Sensitive Software-Defined Networking (TSSDN) in Automation Industry,"Security, Privacy, and Anonymity in Computation, Communication, and Storage",,,,10.1007/978-3-030-24907-6_24,Ng Kean HaurTan Saw Chin,2019,http://link.springer.com/chapter/10.1007/978-3-030-24907-6_24,Chapter,
Software Defined Data Center for High Performance Computing Applications,Supercomputing,,,,10.1007/978-3-030-38043-4_3,J. E. Lozano-RizkJ. I. Nieto-HipolitoR. Rivera-RodriguezM. A. Cosio-LeonM. Vazquez-BrisenoJ. C. Chimal-EguiaV. Rico-RodriguezE. Martinez-Martinez,2019,http://link.springer.com/chapter/10.1007/978-3-030-38043-4_3,Chapter,
A Survey on Software-Defined Networks and Edge Computing over IoT,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_25,Ricardo S. AlonsoInés Sittón-CandanedoSara Rodríguez-GonzálezÓscar GarcíaJavier Prieto,2019,http://link.springer.com/chapter/10.1007/978-3-030-24299-2_25,Chapter,
Toward a Trust-Based Authentication Framework of Northbound Interface in Software Defined Networking,Industrial Networks and Intelligent Systems,,,,10.1007/978-3-030-30149-1_22,Phan The DuyDo Thi Thu HienNguyen Van VuongNguyen Ngoc Hai AuVan-Hau Pham,2019,http://link.springer.com/chapter/10.1007/978-3-030-30149-1_22,Chapter,
S-SDS: A Framework for Security Deployment as Service in Software Defined Networks,Innovations and Interdisciplinary Solutions for Underserved Areas,,,,10.1007/978-3-030-34863-2_9,Adama ColyMaïssa Mbaye,2019,http://link.springer.com/chapter/10.1007/978-3-030-34863-2_9,Chapter,
Authenticated Quality of Service Aware Routing in Software Defined Networks,Risks and Security of Internet and Systems,,,,10.1007/978-3-030-12143-3_10,Samet AytaçOrhan ErmişMehmet Ufuk ÇağlayanFatih Alagöz,2019,http://link.springer.com/chapter/10.1007/978-3-030-12143-3_10,Chapter,
Software-Defined Networking—Imposed Security Measures Over Vulnerable Threats and Attacks,Soft Computing: Theories and Applications,,,,10.1007/978-981-13-0589-4_67,Umesh KumarSwapnesh TaterhNithesh Murugan Kaliyamurthy,2019,http://link.springer.com/chapter/10.1007/978-981-13-0589-4_67,Chapter,
Novel Traffic Classification Mechanism in Software Defined Networks with Experimental Analysis,Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019,,,,10.1007/978-3-030-19063-7_16,Youngkyoung KimSyed M. RazaVan Vi VoHyunseung Choo,2019,http://link.springer.com/chapter/10.1007/978-3-030-19063-7_16,Chapter,
DDoS Attack Monitoring using Smart Controller Placement in Software Defined Networking Architecture,Computational Science and Technology,,,,10.1007/978-981-13-2622-6_20,Muhammad Reazul HaqueSaw C. TanZulfadzli YusoffChing K. LeeRizaludin Kaspin,2019,http://link.springer.com/chapter/10.1007/978-981-13-2622-6_20,Chapter,
Cellular Learning Automata-Based Virtual Network Embedding in Software-Defined Networks,"Proceedings of 2nd International Conference on Communication, Computing and Networking",,,,10.1007/978-981-13-1217-5_18,Dipanwita ThakurManas Khatua,2019,http://link.springer.com/chapter/10.1007/978-981-13-1217-5_18,Chapter,
"Achieving Data Security, Access Control and Authentication of Controllers in Hierarchical Software Defined Networking with Attribute Based Encryption",Cyberspace Safety and Security,,,,10.1007/978-3-030-37337-5_16,YuHua XuZhiXin Sun,2019,http://link.springer.com/chapter/10.1007/978-3-030-37337-5_16,Chapter,
Load Balancing for Software-Defined Networks,"Emerging Research in Electronics, Computer Science and Technology",,,,10.1007/978-981-13-5802-9_22,Mohammed Moin MullaM. M. RaikarM. K. MeghanaNagashree S. ShettiR. K. Madhu,2019,http://link.springer.com/chapter/10.1007/978-981-13-5802-9_22,Chapter,
Taxonomy of DDoS Attacks in Software-Defined Networking Environment,Futuristic Trends in Network and Communication Technologies,,,,10.1007/978-981-13-3804-5_21,Tushar UbaleAnkit Kumar Jain,2019,http://link.springer.com/chapter/10.1007/978-981-13-3804-5_21,Chapter,
Multi-path Routing for Mission Critical Applications in Software-Defined Networks,Industrial Networks and Intelligent Systems,,,,10.1007/978-3-030-05873-9_4,Ramon Carreras RamirezQuoc-Tuan VienRamona TrestianLeonardo MostardaPurav Shah,2019,http://link.springer.com/chapter/10.1007/978-3-030-05873-9_4,Chapter,
Analysis of Topology Poisoning Attacks in Software-Defined Networking,Secure IT Systems,,,,10.1007/978-3-030-35055-0_6,Thanh BuiMarkku AntikainenTuomas Aura,2019,http://link.springer.com/chapter/10.1007/978-3-030-35055-0_6,Chapter,
Software Defined Networking (SDN) for Universal Access,Emerging Technologies for Developing Countries,,,,10.1007/978-3-030-05198-3_12,Adama NantoumeBenjamin KoneAhmed Dooguy KoraBoudal Niang,2019,http://link.springer.com/chapter/10.1007/978-3-030-05198-3_12,Chapter,
A Proposal for IP Spoofing Mitigation at Origin in Homenet Using Software-Defined Networking,Computational Science and Its Applications – ICCSA 2019,,,,10.1007/978-3-030-24289-3_15,Manoel F. RamosBruno L. DalmazoJeferson C. Nobre,2019,http://link.springer.com/chapter/10.1007/978-3-030-24289-3_15,Chapter,
A Comparative Study on Load Balancing Algorithms in Software Defined Networking,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-030-20615-4_11,Neha JoshiDeepak Gupta,2019,http://link.springer.com/chapter/10.1007/978-3-030-20615-4_11,Chapter,
Software-Defined Networking to Improve Cybersecurity in Manufacturing Oriented Interoperability Ecosystems,Enterprise Interoperability VIII,,,,10.1007/978-3-030-13693-2_3,Francisco FraileJosé Luis FloresRaúl PolerEduardo Saiz,2019,http://link.springer.com/chapter/10.1007/978-3-030-13693-2_3,Chapter,
Creating Firewall in Transport Layer and Application Layer Using Software Defined Networking,Innovations in Computer Science and Engineering,,,,10.1007/978-981-10-8201-6_11,Sumit BadotraJapinder Singh,2019,http://link.springer.com/chapter/10.1007/978-981-10-8201-6_11,Chapter,
QoE-Aware Video Streaming over HTTP and Software Defined Networking,Industrial Networks and Intelligent Systems,,,,10.1007/978-3-030-30149-1_4,Pham Hong ThinhNguyen Thanh DatPham Ngoc NamNguyen Huu ThanhTruong Thu Huong,2019,http://link.springer.com/chapter/10.1007/978-3-030-30149-1_4,Chapter,
A Security-Aware Trust-Based SLA Framework Using SDN in Cloud Environment,Innovations in Electronics and Communication Engineering,,,,10.1007/978-981-13-3765-9_48,H. M. AnithaP. Jayarekha,2019,http://link.springer.com/chapter/10.1007/978-981-13-3765-9_48,Chapter,
An Adaptive Measurement Method for Flow Traffic in Software Defined Networking,Simulation Tools and Techniques,,,,10.1007/978-3-030-32216-8_11,Liuwei HuoDingde JiangXiangnan ZhuHuibin Jia,2019,http://link.springer.com/chapter/10.1007/978-3-030-32216-8_11,Chapter,
A Cross-Plane Cooperative DDoS Detection and Defense Mechanism in Software-Defined Networking,Smart Computing and Communication,,,,10.1007/978-3-030-34139-8_23,Yongyi CaoJing WuBo ZhuHao JiangYuchuan DengWei Luo,2019,http://link.springer.com/chapter/10.1007/978-3-030-34139-8_23,Chapter,
On Controllers’ Utilization in Software-defined Networking by Switch Migration,"Broadband Communications, Networks, and Systems",,,,10.1007/978-3-030-05195-2_6,Faroq AL-TamMohammad AshrafiNoélia Correia,2019,http://link.springer.com/chapter/10.1007/978-3-030-05195-2_6,Chapter,
